id,bedrooms,bathrooms,floors,condition,grade,sqft_above,yr_built,zipcode,sqft_living15,sqft_lot15,price
5416510140,4,2,2,3,8,2380,2005,98038,2420,5000,360000
3444100400,3,2,1,5,7,1090,1965,98042,1940,50529,349000
3276920270,4,4,2,4,10,2390,1986,98075,3240,35020,832500
4036801170,4,2,1,3,7,880,1956,98008,1680,7500,380000
2391600320,3,1,1,3,7,1040,1941,98116,890,5060,480000
6300000287,3,1,1,4,7,910,1956,98133,1130,5693,410000
1531000030,4,2,2,3,10,3450,2002,98010,3350,39750,720000
5104520400,3,2,2,3,8,2350,2003,98038,2350,5363,390000
7437100340,4,2,2,3,7,1900,1992,98038,1870,6405,360000
9418400240,2,1,1,3,7,1010,1948,98118,1720,6720,355000
1523059105,3,2,1,3,8,1680,1964,98059,1850,8797,356000
1133000671,3,1,1,3,6,960,1952,98125,1570,7203,315000
4232902595,3,2,2,3,9,1900,1925,98119,2020,4800,940000
2599001200,5,2,2,5,7,2660,1961,98092,1590,8165,305000
3342103156,3,3,2,3,9,1980,2006,98056,1900,7349,461000
1332700270,2,2,2,4,7,1610,1979,98056,1950,2025,215000
3869900162,2,2,2,3,7,765,2006,98136,1030,1106,335000
2791500270,4,2,2,3,7,1980,1988,98023,1980,7510,243500
5036300431,5,3,2,4,10,3520,2001,98199,2520,6250,1100000
4168000060,3,1,1,3,7,1200,1962,98023,1350,10500,153000
6021501535,3,2,1,3,8,1290,1939,98117,1570,4500,430000
6021501535,3,2,1,3,8,1290,1939,98117,1570,4500,700000
1483300570,4,2,1,3,7,2390,1946,98040,1950,6045,905000
3422049190,3,2,1,3,7,1960,1967,98032,1750,15616,247500
1099611230,4,2,1,4,7,1160,1975,98023,1160,6400,199000
722079104,3,2,1,5,7,1210,1980,98038,1650,135036,314000
7338200240,3,2,2,3,9,2320,1992,98045,2550,35065,437500
1952200240,3,2,2,5,9,1270,1910,98102,2200,4500,850830
5200100125,3,2,2,4,7,1440,1929,98117,1610,3478,555000
7214720075,3,2,2,4,8,2190,1983,98077,2570,47777,699950
2450000295,3,2,2,3,8,2920,1950,98004,2370,8113,1090000
6197800045,3,1,1,3,7,1210,1954,98058,1640,14910,290000
1328310370,3,2,1,4,8,1460,1978,98058,2250,8162,375000
546000875,3,1,2,4,7,1170,1939,98117,1240,4005,460000
3530510041,2,2,1,4,8,1240,1985,98198,1270,4966,188500
1853000400,4,2,2,4,10,3140,1991,98077,2990,35001,680000
3134100116,5,2,2,4,7,2030,1942,98052,2500,9433,470000
9545230140,4,2,2,3,8,2310,1984,98027,1940,9636,597750
3362400511,3,2,1,5,6,700,1905,98103,1380,3536,570000
2525310310,3,2,1,4,7,1160,1980,98038,1540,11656,272500
6126500060,3,2,1,3,7,1080,1971,98108,2090,5500,329950
8961960160,4,2,2,3,9,2520,2001,98001,2640,8517,480000
3626039325,3,4,2,3,8,2780,1900,98117,1830,6350,740500
3362400431,3,4,3,3,8,1590,2010,98103,1620,3166,518500
4060000240,2,1,1,4,6,880,1945,98178,1190,6780,205425
3454800060,4,2,1,3,6,1570,1950,98168,1880,9000,171800
1695900060,4,1,2,4,7,1610,1925,98144,1610,4040,535000
7278700070,3,2,1,3,8,1560,1964,98177,2340,10856,660000
6675500070,3,2,1,3,7,1450,1987,98034,1580,9104,391500
3626039187,2,1,1,3,6,770,1953,98117,1710,6000,395000
3524049083,4,2,2,5,7,1720,1924,98118,1850,4400,445000
3275860240,3,2,2,3,9,2910,1990,98052,2700,13992,770000
4389200955,4,3,2,3,8,1980,1914,98004,3060,11275,1450000
4058801670,3,2,1,3,8,1620,1967,98178,2660,8712,445000
8732020310,4,2,1,3,8,1360,1978,98023,2090,8400,260000
2331300505,5,4,2,5,7,1720,1926,98103,1700,4960,822500
7853210060,4,2,2,3,7,2070,2004,98065,1970,3748,430000
3668000070,3,2,1,4,7,1060,1986,98092,1420,7680,212000
9545240070,4,2,1,3,8,1440,1986,98027,2060,9793,660500
1243100136,3,4,2,3,9,2460,1989,98052,2480,88500,784000
8929000270,3,2,2,3,8,1390,2014,98029,1690,1662,453246
2767602356,4,4,3,3,9,2140,2005,98107,1540,2285,675000
921049315,3,2,1,4,7,1320,1956,98003,1550,19265,199000
3655000070,4,2,1,3,7,1010,1968,98003,1750,8140,220000
4027700812,4,2,1,4,8,1340,1968,98028,1550,10436,452000
3992700335,2,1,1,3,6,1190,1981,98125,1060,5715,382500
2767603505,3,2,3,3,8,1170,2014,98107,1350,1310,519950
4232901525,2,1,1,3,7,1110,1925,98119,1170,3600,665000
1777500060,5,2,1,4,8,1550,1968,98006,2820,9375,527700
1432900240,3,1,1,4,7,1010,1962,98058,1610,8579,205000
6140100875,3,1,1,4,7,940,1923,98133,1560,7940,420000
6071600370,4,2,1,4,8,1380,1961,98006,2230,8824,500000
1526069017,4,2,2,4,9,3670,1994,98077,2840,87991,921500
809001525,4,1,2,3,8,2370,1905,98109,2200,4000,890000
3224079105,2,2,2,3,7,2420,2007,98027,1940,193842,430000
8075400570,5,2,1,4,8,1130,1960,98032,1360,18000,258000
1994200024,3,1,1,3,7,980,1947,98103,1450,4599,511000
3362900810,3,2,2,3,8,1360,1990,98103,1500,3090,532170
1324300398,3,1,2,3,7,1110,1947,98107,1420,5000,560000
537000445,3,1,1,4,7,1250,1954,98003,1680,8633,282950
7855801670,4,3,2,3,12,3540,2006,98006,3160,9750,2250000
7920100045,1,1,1,3,7,700,1942,98115,1010,5100,350000
8960000030,3,1,1,4,7,1180,1967,98058,1190,7669,215000
6388930390,5,4,2,3,9,2500,1996,98056,2640,13675,650000
8731900200,4,3,1,3,8,1620,1967,98023,1980,7875,320000
8029200135,3,2,2,3,7,1270,1916,98022,1160,7198,247000
1081200350,4,2,1,4,8,1760,1968,98059,1730,11180,320000
84000105,5,2,1,3,7,1030,1962,98146,1010,11680,255000
3756500060,3,2,1,3,7,1780,1962,98034,1200,9660,438000
7215720160,3,2,2,3,10,3400,2000,98075,3400,12601,900000
3574800520,3,3,1,3,7,1160,1979,98034,1710,8152,441000
2617300160,3,2,1,4,7,1010,1975,98027,2110,36590,420000
2558660270,3,2,1,3,7,1180,1976,98034,1640,7500,370000
2009000370,2,2,1,5,5,700,1949,98198,1830,9750,269950
1836980160,4,2,2,3,9,2680,1999,98006,2920,4500,807100
3261020370,3,2,1,4,8,1610,1979,98034,2480,8750,653000
1755700060,3,2,1,5,7,1370,1964,98133,1770,7288,371500
4330600435,3,2,1,3,7,1560,1954,98166,1070,7920,284000
9542800700,3,2,1,4,7,1670,1978,98023,1930,7350,272000
1999700045,3,2,2,3,7,1340,1955,98133,1480,7940,313000
1762600070,4,2,2,3,10,2570,1984,98033,3740,35230,917500
1687900520,4,2,2,4,8,2590,1980,98006,2260,8335,673000
7234600798,3,2,2,3,8,820,2008,98122,1590,1795,425000
3881900445,5,3,1,3,7,1320,1986,98144,1280,2150,399950
2254502445,3,1,1,3,6,1220,1901,98122,1200,4800,385000
5437810320,3,2,1,4,7,1320,1975,98022,1950,8941,269950
9158100075,2,1,1,3,7,1060,1949,98177,1540,8280,330000
3830630310,3,2,2,3,7,1670,1988,98030,1670,6183,260000
8123100045,4,3,2,4,7,1680,1925,98126,1410,5375,470000
3127200041,4,3,2,5,7,2440,1961,98034,2290,9600,589000
6661200320,2,2,2,3,7,1050,1996,98038,1050,3417,163500
11510310,4,3,2,3,9,2140,1993,98052,2260,9984,835000
825059270,5,3,1,4,10,2090,1986,98033,2540,10270,1100000
8731951370,4,2,1,4,8,1100,1969,98023,2190,8910,269000
1954440060,3,2,2,3,8,1900,1987,98074,2030,8744,560000
2264500350,4,1,2,4,6,1330,1901,98103,1330,4400,615000
1115810060,3,2,1,3,8,1430,1975,98052,2230,9340,585188
9477200200,3,2,1,3,7,1220,1977,98034,1540,8400,305000
1432600560,3,1,1,3,6,1190,1959,98058,1230,7980,166950
2287000060,3,2,1,4,8,2140,1959,98040,2680,10083,799000
3663500060,3,2,1,4,7,1420,1962,98133,1900,7818,400000
3996900125,3,1,1,3,7,1060,1948,98155,1570,10228,230000
7796450200,3,2,2,3,8,1690,2003,98023,2550,5001,256883
7549802535,4,2,2,5,7,1130,1920,98108,1500,6480,423000
3278600320,3,2,2,3,8,2150,2007,98126,1750,2385,465000
2824079053,3,2,2,3,7,1910,1997,98024,2330,67268,440000
1222069094,3,2,1,4,7,1350,1969,98038,1560,50965,385000
3542300060,3,1,1,4,6,860,1943,98056,1300,9514,210000
2222059065,3,2,2,3,8,1940,1994,98042,2030,10450,297000
7551300060,3,1,1,3,7,1010,1952,98107,1680,5000,470000
100600550,3,2,1,4,7,900,1976,98023,1430,7500,226500
3211100860,3,1,1,4,6,910,1962,98059,1400,8040,274250
3456000310,4,2,1,4,9,1630,1966,98040,2770,10744,840000
9526600140,3,2,2,3,8,2440,2010,98052,2750,4587,677900
7465900060,3,1,1,3,7,1010,1915,98116,1290,5000,425000
1222000055,2,1,1,3,6,900,1941,98166,1250,14280,180250
6300000550,6,3,2,3,7,1600,1920,98133,1560,1312,464000
2310030510,4,2,2,3,8,1550,1993,98038,1630,6397,320000
1025049114,3,2,2,3,8,1060,2014,98105,1160,1327,625504
8677300550,4,2,1,3,9,2240,1983,98074,2520,12368,592500
4014400292,3,2,2,3,9,2714,2005,98001,2590,18386,465000
1102000196,4,3,2,3,8,1720,1978,98118,2130,8700,477000
257000138,2,1,1,3,6,850,1923,98168,1100,14459,280000
46100204,5,3,1,3,9,1870,1957,98040,3836,20953,1510000
1909600046,3,2,2,3,8,2250,2000,98146,1320,5390,445838
1250202145,2,2,1,3,8,1950,1947,98144,2580,5184,1070000
7611200125,2,2,1,4,8,1320,1947,98177,2120,12040,467000
5611500140,4,2,2,3,10,2760,1999,98075,3070,8127,686000
7138000260,3,2,1,3,7,1350,1961,98198,1900,10125,279950
626059335,4,2,2,3,8,2330,1987,98011,1910,10055,527000
1922059282,3,2,1,4,8,1780,1966,98030,2080,9583,325000
705700390,3,2,2,3,7,2020,1994,98038,2020,8031,328000
7454001200,3,2,1,5,7,1250,1942,98146,1280,7392,390000
8682281200,2,2,1,3,8,1510,2005,98053,1640,6009,479950
7972000200,4,2,1,4,7,1120,1978,98023,1510,9753,264950
722059070,3,1,1,4,7,980,1961,98031,1960,13068,235000
7202340400,3,2,2,3,7,1480,2004,98053,2250,4729,516500
8096000060,2,2,2,3,7,1230,1915,98166,2030,13193,655000
2424000060,4,3,1,5,7,2280,1960,98059,2280,15347,500000
9264902050,6,3,1,3,8,1780,1978,98023,2120,8236,315000
943100260,2,1,1,3,6,1000,1961,98024,1150,13702,213000
3677400445,3,2,2,5,7,1620,1947,98108,2090,4800,475000
1762600320,5,4,2,3,10,3760,1983,98033,3430,35096,1030000
4058000060,3,2,1,5,7,1640,1976,98010,2070,80100,416000
7228500560,4,1,2,3,7,1670,1904,98122,1510,4740,410000
326069104,3,4,2,3,10,3530,1993,98077,2920,148539,800000
5152100060,6,2,1,4,9,2350,1965,98003,2600,13988,472000
3584000310,3,2,1,4,7,1430,1968,98003,1190,8640,225000
8150100045,2,1,1,3,6,830,1940,98126,830,4960,210000
1868901275,2,1,2,2,7,1430,1925,98115,1450,3750,455000
6131600075,3,1,1,4,6,1300,1954,98002,1260,8316,225000
9468200125,2,1,1,4,7,790,1918,98103,1390,3060,480000
8029510030,3,2,2,3,9,2740,1990,98023,2570,10377,363000
2025069065,4,2,1,3,9,1830,2000,98074,3120,18841,2400000
7899800890,2,2,1,3,6,720,1954,98106,1150,2566,181000
3021059276,4,2,1,4,7,2010,1976,98002,2010,7650,250000
3797001895,3,2,1,4,6,770,1918,98103,1390,3000,481000
3832710960,3,2,1,4,7,1240,1978,98032,1750,7209,260000
1310430400,4,2,2,3,9,3360,2001,98058,3060,6567,455000
1422300030,3,2,2,3,8,1510,1991,98045,1730,36224,415000
1105000588,3,1,1,3,7,800,1953,98118,1620,6331,349500
3830630060,3,2,2,3,7,1730,1987,98030,1630,6458,245000
5101404898,2,2,2,5,7,1420,1928,98115,1420,6816,592500
7972601890,4,2,1,4,7,1180,1955,98106,1910,7620,385000
5127001620,3,2,1,4,7,1200,1974,98059,1550,10650,315000
9407100800,3,1,1,3,7,1230,1979,98045,1380,10098,255000
1873100060,4,2,2,3,8,2460,2006,98052,2990,5659,693000
8722101360,3,1,2,3,8,1460,1911,98112,1660,4400,780000
8644000060,3,2,1,4,7,1270,1960,98198,1600,8470,237000
3325069129,3,2,2,3,10,1320,1979,98074,2380,33450,525000
1400300055,2,1,1,3,5,770,1930,98144,1330,2580,425000
2123039032,1,1,1,5,5,760,1936,98070,1230,14267,369900
8078560140,4,2,2,4,7,1700,1988,98031,1950,7475,290000
3438500192,3,1,1,3,7,1120,1954,98106,1130,6350,285000
7974200510,2,1,1,3,7,1070,1937,98115,1320,4465,415000
2557000400,3,2,1,3,8,1420,1979,98023,2070,8250,272500
7960900060,4,3,2,3,11,4750,1982,98004,3890,20060,2900000
4054500390,4,5,2,4,11,5310,1989,98077,4180,47443,1370000
6378500125,2,1,1,4,7,1040,1939,98133,1440,7530,436000
1745100140,3,1,1,4,7,1700,1967,98003,1350,8164,210000
2976800796,3,1,1,3,7,1300,1961,98178,1320,7619,236000
4235400186,3,2,1,3,7,580,1954,98199,1440,2225,331000
4215100060,3,2,2,3,8,2653,2006,98031,2653,4927,365000
9189700045,3,2,1,5,8,2290,1960,98058,1660,10530,450000
1126049053,4,3,2,3,9,2850,2014,98028,1860,12136,770000
2022069200,4,2,1,3,8,2210,1997,98038,2670,49385,455000
9412900055,3,2,1,3,6,1240,1908,98118,2020,6000,405000
1722059235,4,2,1,4,7,1610,1969,98031,1720,11088,304900
6874200960,2,1,1,3,6,860,1931,98178,1650,8775,170000
7424700045,5,3,2,5,9,2630,1905,98122,3050,7556,2050000
7202360350,4,2,2,3,9,3500,2005,98053,3920,7864,780000
5634500392,3,3,1,4,8,1740,1988,98028,2570,13300,330000
1509500060,4,2,2,3,9,2720,1992,98030,2410,8100,370000
7214810350,5,2,1,3,7,1850,1979,98072,2300,9750,467000
6647200060,3,2,1,3,7,1140,1980,98034,1670,7320,405000
9552700140,5,2,1,3,8,1450,1985,98006,2310,10300,675000
2200500350,2,1,1,4,7,1140,1954,98006,1520,13527,500000
6113400046,4,2,2,4,7,1890,1968,98166,2410,15256,389999
6619910140,4,2,1,4,8,1780,1975,98034,2120,9600,630000
1115450240,4,2,2,3,9,2160,1992,98001,2280,9937,360000
6073240060,4,3,2,3,8,2270,1986,98056,2320,11004,580000
9297300045,3,2,2,5,8,1270,1929,98126,2390,4166,550000
9510920070,4,2,2,3,10,3360,1994,98075,3150,11374,879000
5468730030,3,2,1,3,7,1320,1993,98042,1740,7316,265000
8079030390,3,2,2,3,8,2650,1990,98059,2400,7220,446500
600000152,3,2,1,3,7,1330,1963,98108,2140,5592,404000
1840000030,3,2,1,3,7,1090,1957,98188,1630,9052,267500
3225069065,4,5,1,3,10,2600,2002,98074,4550,19508,3080000
3260800030,3,2,2,3,8,2440,1998,98003,2510,7903,335000
2747100024,3,2,1,4,7,970,1948,98117,2190,7310,576000
5104530560,3,2,2,3,8,2040,2006,98038,2370,4590,208633
4330600350,3,2,1,4,7,1120,1964,98166,1460,10139,315000
5016001535,3,2,1,4,8,960,1913,98112,1740,4000,725000
7280300196,4,3,1,4,8,1400,1965,98177,1800,8275,550000
8651520400,4,2,2,3,8,2180,1984,98074,2250,9781,610750
7171200445,2,1,2,4,6,1010,1908,98105,1460,5000,550700
3204800200,4,3,2,5,8,2220,1960,98056,2720,8330,665000
3416600800,4,2,2,5,8,1980,1928,98144,2440,5750,834000
7994700030,5,2,2,3,6,1660,1915,98065,1660,78408,201000
1860600135,5,2,2,5,10,3370,1921,98119,2880,5400,2380000
4139480200,4,3,1,3,11,2690,1997,98006,3860,11244,1380000
4139480200,4,3,1,3,11,2690,1997,98006,3860,11244,1400000
1328320800,4,2,1,3,8,1350,1979,98058,2150,7350,305000
7771300125,3,2,1,5,8,1720,1948,98133,1570,8162,487000
3422059208,3,2,1,4,8,1930,1988,98042,2350,57500,390000
9521101455,2,1,1,4,7,1170,1916,98103,1570,3864,548000
4337000335,4,1,1,3,6,800,1943,98166,1310,8775,268750
325059286,5,3,2,3,9,3150,2013,98052,1560,8384,819900
2597650240,3,2,2,3,8,2030,1984,98027,2660,17958,520000
3353400435,3,2,1,3,7,1450,2003,98001,1520,9518,230000
7972000240,3,2,1,3,7,1510,1969,98023,1510,9753,240000
7520000520,2,1,1,3,6,960,1922,98146,1820,7460,232000
7520000520,2,1,1,3,6,960,1922,98146,1820,7460,240500
3530210260,3,2,2,3,9,3030,1987,98077,3080,35781,274975
1959700550,4,2,2,4,9,2050,1922,98102,2320,5500,740000
1665400045,3,1,1,2,7,1000,1952,98166,1150,7600,186375
9542850320,3,2,1,4,9,1590,1977,98005,2500,10004,790000
3179100060,4,4,2,3,9,1890,1951,98105,2370,6120,880000
2946001550,6,2,2,4,7,2240,1955,98198,1590,7955,279000
8078490390,3,2,1,3,8,1810,1991,98022,1910,10450,295000
9550201550,2,1,1,3,7,1070,1924,98103,1710,5000,640000
191100045,4,2,2,5,9,2490,1968,98040,2770,9525,940000
5009600070,4,2,2,3,7,1960,2003,98038,1800,5894,260000
200350070,3,3,1,3,9,1860,2004,98072,2580,11045,559900
2877103726,4,2,2,5,7,1510,1911,98103,1820,3750,791500
405100295,3,2,1,3,7,1420,1954,98133,1740,8000,265000
4268200055,3,2,1,3,7,1740,1954,98178,880,78408,245000
3126069068,4,2,2,4,7,2560,1962,98052,2560,14764,485000
1115300070,4,4,2,3,9,2420,2010,98059,3470,8066,684000
6414100671,3,2,1,3,8,1300,1957,98125,1580,8691,425000
7004200060,4,2,1,4,6,1275,1991,98070,1660,20000,309600
7852110140,4,2,2,3,8,2580,2002,98065,2380,5823,552250
3969300030,4,1,1,3,6,1000,1943,98178,1020,7138,165000
3969300030,4,1,1,3,6,1000,1943,98178,1020,7138,239900
4048400070,2,1,1,4,6,1070,1930,98059,1360,32156,320000
808000070,3,2,1,4,7,1390,1987,98030,1720,12080,206600
7374200030,4,2,1,3,7,1250,1973,98155,2040,8646,387000
7325600160,1,1,1,3,4,560,1967,98014,1300,19207,299000
2757000030,4,3,2,3,9,2270,1965,98040,2610,10180,855000
616000140,3,1,1,4,7,1300,1954,98166,1940,14400,315000
3363900111,2,1,1,5,7,790,1907,98103,1930,3120,437500
9262800171,4,2,1,4,7,1050,1969,98001,1640,22654,252000
6607000126,4,2,1,5,7,1100,1955,98118,1600,5766,375000
5416510830,4,2,2,3,7,1910,2005,98038,2010,5091,300000
2201500030,4,1,2,4,7,1750,1954,98006,1750,10530,420000
325059171,3,1,1,3,7,1330,1928,98033,1340,17689,900000
952003285,3,2,2,3,9,1980,2000,98116,1520,5750,679900
3211290370,3,2,2,3,7,1640,1992,98053,1580,28399,463000
1072010350,5,2,2,4,9,2760,1978,98059,2470,11340,380000
8856950070,4,2,2,3,7,1820,1994,98038,1820,8168,329500
925059078,3,2,1,3,8,1340,2013,98033,2040,9363,604950
7855801090,5,2,1,4,8,1640,1966,98006,2920,8800,795000
723099065,3,2,2,3,7,1840,1994,98045,1380,44049,465000
6116500075,4,2,2,3,9,2990,2002,98166,2140,17449,673000
1118500030,4,2,2,3,10,3520,1991,98074,3400,21455,810000
424069250,4,3,1,4,8,1910,1989,98075,2770,24361,785000
3291800710,4,3,1,3,7,1370,1986,98056,1810,7650,338000
6838700060,3,2,2,3,7,1430,1993,98056,1430,7220,280000
2231500030,4,2,1,5,7,1100,1954,98133,1810,6929,315000
2231500030,4,2,1,5,7,1100,1954,98133,1810,6929,530000
7683900200,5,3,2,3,9,3450,2004,98023,2860,9721,380000
8155830060,3,2,2,3,7,1450,1994,98056,1650,7625,297000
98020310,4,2,2,3,10,3230,2004,98075,3480,7447,730000
9423400140,3,2,1,3,7,1110,1940,98125,1770,12600,450000
1545804860,3,3,1,3,7,1060,1997,98038,1680,7500,275000
2883200160,4,2,2,3,7,2020,1960,98115,1910,3120,595000
7132300695,3,2,2,3,7,1300,1904,98144,1590,2577,435000
1726059053,2,2,1,1,6,1380,1954,98011,3130,19868,270000
624111000,3,3,2,3,10,3030,1986,98077,3360,14142,950000
808300310,4,2,2,3,7,2130,2001,98019,2300,6930,389000
8563040160,4,2,1,3,8,1580,1968,98052,2420,8050,560000
713500030,5,4,2,3,11,3480,1998,98006,4050,19009,1350000
8651600160,4,2,2,4,8,2510,1969,98040,2450,9691,799000
9517200030,3,2,1,4,7,1410,1983,98072,1410,9600,365500
2460700700,3,2,1,3,7,1160,1979,98058,1710,7350,252350
1223039290,4,2,2,3,8,2120,1993,98146,1880,12000,403950
2890100060,4,2,1,3,7,1380,1954,98177,1610,10020,385000
7972600860,4,1,2,3,7,1550,1957,98106,1450,7620,345000
8857320070,3,3,2,4,9,1980,1979,98008,1950,2856,490000
4047200695,3,2,2,3,8,1600,2005,98019,1790,27743,330000
1653500070,4,3,2,3,8,3300,1953,98004,3180,12239,927000
1923000030,4,2,2,4,10,3840,1983,98040,3600,16553,1120000
3649100320,2,1,1,5,7,1220,1950,98028,2000,9600,330000
7375300160,5,2,1,4,7,1500,1958,98008,2110,8800,530000
5175800060,4,2,1,1,8,1940,1962,98006,2000,10071,365000
1604601375,3,2,2,3,7,1260,1909,98118,1060,3500,378750
2473251090,4,2,2,4,7,1530,1968,98058,1390,8750,269900
9126100861,3,4,2,3,8,1290,2008,98122,1630,1543,557000
3420069065,4,2,1,4,7,2150,1974,98022,1880,16963,360000
6021501685,2,1,1,4,7,940,1937,98117,1560,4500,352000
1151100070,3,2,2,3,8,1750,1994,98045,2430,22357,437000
8856950240,4,2,2,3,7,1820,1994,98038,1820,7107,322500
9385200055,3,3,2,3,9,1330,2001,98116,1510,1352,650000
7821200390,3,2,3,3,8,1290,2001,98103,1290,3235,450000
8078520310,3,2,1,3,7,1570,1998,98092,1570,5250,278500
1565950030,4,2,2,3,8,1930,1995,98055,2090,6996,364950
1560930070,4,4,1,4,10,2840,1986,98038,3180,36852,840000
6700400140,3,2,2,3,7,1550,1991,98031,1550,8134,268000
2422029094,2,1,1,3,5,833,2006,98070,1380,143947,517534
1774220160,3,2,2,4,8,2990,1978,98077,2990,36497,632925
1525200060,3,2,2,3,9,2000,1995,98034,2450,8118,577500
1678400105,4,2,2,3,7,2390,1920,98178,2850,6867,339000
3426059070,3,2,1,4,7,1530,1967,98052,2520,18295,570000
824079032,4,2,1,3,7,1610,1964,98024,2690,174240,563500
2697100140,4,2,1,5,7,1290,1962,98133,1910,8660,423000
8724300030,3,2,2,3,8,1860,2012,98019,2320,5465,355000
8678500060,5,4,2,3,12,6070,1999,98024,4680,211267,1550000
625049299,2,1,1,3,7,950,1941,98103,1320,4050,482000
6073200075,3,2,1,5,7,1600,1955,98006,1580,9800,625000
